date,committee,reference_entity,issue_number,credit_event_type,decision,doc_type,url,source,title,tags,auction_date,auction_held,match_status,ticker,currency,final_price,initial_market_midpoint,net_open_interest_amount,net_open_interest_direction,transaction_type,auction_url,year,month,days_to_auction,is_restructuring,is_credit_event,credit_event_occurred
,,"Movie Gallery, Inc.",,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=MOVG,creditfixings,,,2007-10-23,True,auction_only,MOVG,,91.5,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=MOVG,,,,False,False,True
,,Quebecor World Inc.,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=IQWCN,creditfixings,,,2008-02-19,True,auction_only,IQWCN,,41.25,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=IQWCN,,,,False,False,True
,,TEMBEC INDUSTRIES INC.,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=TEMBEC-Inds,creditfixings,,,2008-10-02,True,auction_only,TEMBEC-Inds,,83.0,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=TEMBEC-Inds,,,,False,False,True
,,Federal Home Loan Mortgage Corporation,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=FHLMC,creditfixings,,,2008-10-06,True,auction_only,FHLMC,,94.0,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=FHLMC,,,,False,False,True
,,Federal Home Loan Mortgage Corporation,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=FHLMC,creditfixings,,,2008-10-06,True,auction_only,FHLMC,,98.0,,,,Subordinated,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=FHLMC,,,,False,False,True
,,Federal National Mortgage Association,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=FNMA,creditfixings,,,2008-10-06,True,auction_only,FNMA,,91.51,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=FNMA,,,,False,False,True
,,Federal National Mortgage Association,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=FNMA,creditfixings,,,2008-10-06,True,auction_only,FNMA,,99.9,,,,Subordinated,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=FNMA,,,,False,False,True
,,Lehman Brothers Holdings Inc.,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=LEH,creditfixings,,,2008-10-10,True,auction_only,LEH,,8.625,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=LEH,,,,False,False,True
,,"Washington Mutual, Inc.",,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=WM,creditfixings,,,2008-10-23,True,auction_only,WM,,57.0,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=WM,,,,False,False,True
,,Landsbanki Islands hf,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=LANISL,creditfixings,,,2008-11-04,True,auction_only,LANISL,,0.125,,,,Subordinated,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=LANISL,,,,False,False,True
,,Landsbanki Islands hf,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=LANISL,creditfixings,,,2008-11-04,True,auction_only,LANISL,,1.25,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=LANISL,,,,False,False,True
,,Glitnir banki hf.,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=GLTNR,creditfixings,,,2008-11-05,True,auction_only,GLTNR,,0.125,,,,Subordinated,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=GLTNR,,,,False,False,True
,,Glitnir banki hf.,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=GLTNR,creditfixings,,,2008-11-05,True,auction_only,GLTNR,,3.0,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=GLTNR,,,,False,False,True
,,Kaupthing banki hf.,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=KAUPBN,creditfixings,,,2008-11-06,True,auction_only,KAUPBN,,2.375,,,,Subordinated,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=KAUPBN,,,,False,False,True
,,Kaupthing banki hf.,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=KAUPBN,creditfixings,,,2008-11-06,True,auction_only,KAUPBN,,6.625,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=KAUPBN,,,,False,False,True
,,Masonite International Corporation,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=MINT,creditfixings,,,2008-12-09,True,auction_only,MINT,,52.5,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=MINT,,,,False,False,True
,,"Hawaiian Telcom Communications, Inc.",,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=HTC,creditfixings,,,2008-12-17,True,auction_only,HTC,,40.125,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=HTC,,,,False,False,True
,,Tribune Company,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=TRB,creditfixings,,,2009-01-06,True,auction_only,TRB,,1.5,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=TRB,,,,False,False,True
,,Tribune Company,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=TRB,creditfixings,,,2009-01-06,True,auction_only,TRB,,23.75,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=TRB,,,,False,False,True
,,Republic of Ecuador,,,,auction,https://www.cdsdeterminationscommittees.org/cds/republic-of-ecuador/,creditfixings,,,2009-01-14,True,auction_only,ECUA,USD,31.375,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/republic-of-ecuador/,,,,False,False,True
,,"Equistar Chemicals, LP",,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=EQCHEM,creditfixings,,,2009-02-03,True,auction_only,EQCHEM,,27.5,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=EQCHEM,,,,False,False,True
,,Lyondell Chemical Company,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=LYO,creditfixings,,,2009-02-03,True,auction_only,LYO,,15.5,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=LYO,,,,False,False,True
,,Lyondell Chemical Company,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=LYO,creditfixings,,,2009-02-03,True,auction_only,LYO,,20.75,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=LYO,,,,False,False,True
,,MILLENNIUM AMERICA INC.,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=LYO-America,creditfixings,,,2009-02-03,True,auction_only,LYO-America,,7.125,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=LYO-America,,,,False,False,True
,,Sanitec Oy,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=Sanitec-B05,creditfixings,,,2009-02-05,True,auction_only,Sanitec-B05,,33.5,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=Sanitec-B05,,,,False,False,True
,,Sanitec Oy,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=Sanitec-D05,creditfixings,,,2009-02-05,True,auction_only,Sanitec-D05,,4.0,,,,Lien 2,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=Sanitec-D05,,,,False,False,True
,,British Vita,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=Britvita-A05,creditfixings,,,2009-02-09,True,auction_only,Britvita-A05,,15.5,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=Britvita-A05,,,,False,False,True
,,British Vita,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=Britvita-B05,creditfixings,,,2009-02-09,True,auction_only,Britvita-B05,,2.875,,,,Lien 2,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=Britvita-B05,,,,False,False,True
,,Nortel Networks Corporation,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=NT,creditfixings,,,2009-02-10,True,auction_only,NT,,12.0,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=NT,,,,False,False,True
,,Nortel Networks Limited,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=NT-Ltd,creditfixings,,,2009-02-10,True,auction_only,NT-Ltd,,6.5,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=NT-Ltd,,,,False,False,True
,,"Smurfit-Stone Container Enterprises, Inc.",,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=SSCC-SSCE,creditfixings,,,2009-02-19,True,auction_only,SSCC-SSCE,,8.875,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=SSCC-SSCE,,,,False,False,True
,,"Smurfit-Stone Container Enterprises, Inc.",,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=SSCC-SSCE,creditfixings,,,2009-02-19,True,auction_only,SSCC-SSCE,,65.375,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=SSCC-SSCE,,,,False,False,True
,,Ferretti- Credit Agreement (EuroCA3Y529M),,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=Ferretti-A07,creditfixings,,,2009-02-26,True,auction_only,Ferretti-A07,,10.875,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=Ferretti-A07,,,,False,False,True
,,"Aleris International, Inc.",,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=ARS,creditfixings,,,2009-03-09,True,auction_only,ARS,,8.0,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=ARS,,,,False,False,True
,,"STATION CASINOS, INC.",,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=STN,creditfixings,,,2009-03-31,True,auction_only,STN,,32.0,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=STN,,,,False,False,True
,,Chemtura Corporation,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=CEM,creditfixings,,,2009-04-14,True,auction_only,CEM,,15.0,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=CEM,,,,False,False,True
,,Great Lakes Chemical Corporation,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=GLK,creditfixings,,,2009-04-14,True,auction_only,GLK,,18.25,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=GLK,,,,False,False,True
,,The Rouse Company LP,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=GGP-RSELP,creditfixings,,,2009-04-15,True,auction_only,GGP-RSELP,,29.25,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=GGP-RSELP,,,,False,False,True
,,LyondellBasell Industries AF S.C.A.,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=AIND-LYON,creditfixings,,,2009-04-16,True,auction_only,AIND-LYON,,2.0,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=AIND-LYON,,,,False,False,True
,,ABITIBI-CONSOLIDATED INC.,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=ABY,creditfixings,,,2009-04-17,True,auction_only,ABY,,3.25,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=ABY,,,,False,False,True
,,"CHARTER COMMUNICATIONS HOLDINGS, LLC",,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=CHTR-Holdings,creditfixings,,,2009-04-21,True,auction_only,CHTR-Holdings,,2.375,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=CHTR-Holdings,,,,False,False,True
,,"Charter Communications Operating, LLC",,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=CHTR-Operating,creditfixings,,,2009-04-21,True,auction_only,CHTR-Operating,,78.0,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=CHTR-Operating,,,,False,False,True
,,Capmark Financial Group Inc.,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=CAPFIN,creditfixings,,,2009-04-22,True,auction_only,CAPFIN,,23.375,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=CAPFIN,,,,False,False,True
,,Idearc Inc.,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=IAR,creditfixings,,,2009-04-23,True,auction_only,IAR,,38.5,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=IAR,,,,False,False,True
,,Idearc Inc.,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=IAR,creditfixings,,,2009-04-23,True,auction_only,IAR,,1.75,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=IAR,,,,False,False,True
,,Bowater Incorporated,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=BOW,creditfixings,,,2009-05-12,True,auction_only,BOW,,15.0,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=BOW,,,,False,False,True
,,"General Growth Properties, Inc.",,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=GGP,creditfixings,,,2009-05-13,True,auction_only,GGP,,44.25,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=GGP,,,,False,False,True
,,Syncora Guarantee Inc.,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=SYNHL-Gua,creditfixings,,,2009-05-27,True,auction_only,SYNHL-Gua,,15.0,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=SYNHL-Gua,,,,False,False,True
,,Edscha AG,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=Edscha-A05,creditfixings,,,2009-05-28,True,auction_only,Edscha-A05,,3.75,,,,Lien 3,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=Edscha-A05,,,,False,False,True
,,"HLI Operating Company, Inc.",,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=HAZ-HOC,creditfixings,,,2009-06-09,True,auction_only,HAZ-HOC,,9.5,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=HAZ-HOC,,,,False,False,True
,,"Joint Stock Company ""BTA Bank""",,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=BTAB,creditfixings,,,2009-06-10,True,auction_only,BTAB,,10.25,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=BTAB,,,,False,False,True
,,Georgia Gulf Corporation,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=GGC,creditfixings,,,2009-06-10,True,auction_only,GGC,,83.0,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=GGC,,,,False,False,True
,,R.H. Donnelley Corporation,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=RHD,creditfixings,,,2009-06-11,True,auction_only,RHD,,4.875,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=RHD,,,,False,False,True
,,GENERAL MOTORS CORPORATION,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=GM,creditfixings,,,2009-06-12,True,auction_only,GM,,12.5,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=GM,,,,False,False,True
,,GENERAL MOTORS CORPORATION,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=GM,creditfixings,,,2009-06-12,True,auction_only,GM,,97.5,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=GM,,,,False,False,True
,,"JSC ""Alliance Bank""",,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=ALLBNK,creditfixings,,,2009-06-18,True,auction_only,ALLBNK,,16.75,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=ALLBNK,,,,False,False,True
,,Visteon Corporation,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=VC,creditfixings,,,2009-06-23,True,auction_only,VC,,3.0,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=VC,,,,False,False,True
,,Visteon Corporation,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=VC,creditfixings,,,2009-06-23,True,auction_only,VC,,39.0,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=VC,,,,False,False,True
,,Dex Media East LLC,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=DXME,creditfixings,,,2009-06-24,True,auction_only,DXME,,77.25,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=DXME,,,,False,False,True
,,DEX MEDIA WEST LLC,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=DXMW,creditfixings,,,2009-06-24,True,auction_only,DXMW,,82.875,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=DXMW,,,,False,False,True
,,R.H. Donnelley Inc.,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=RHD-Inc,creditfixings,,,2009-06-24,True,auction_only,RHD-Inc,,78.125,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=RHD-Inc,,,,False,False,True
,,"Six Flags, Inc.",,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=PKS,creditfixings,,,2009-07-09,True,auction_only,PKS,,14.0,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=PKS,,,,False,False,True
,,Six Flags Theme Parks Inc.,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=PKS-SFTP,creditfixings,,,2009-07-09,True,auction_only,PKS-SFTP,,96.125,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=PKS-SFTP,,,,False,False,True
,,Lear Corporation,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=LEA,creditfixings,,,2009-07-21,True,auction_only,LEA,,38.5,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=LEA,,,,False,False,True
,,Lear Corporation,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=LEA,creditfixings,,,2009-07-21,True,auction_only,LEA,,66.0,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=LEA,,,,False,False,True
,,Bradford & Bingley PLC,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=BRADBI,creditfixings,,,2009-07-30,True,auction_only,BRADBI,,94.625,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=BRADBI,,,,False,False,True
,,Bradford & Bingley PLC,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=BRADBI,creditfixings,,,2009-07-30,True,auction_only,BRADBI,,5.0,,,,Subordinated,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=BRADBI,,,,False,False,True
,,SSP Financing Limited,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=SSPFIN,creditfixings,,,2009-10-08,True,auction_only,SSPFIN,,52.375,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=SSPFIN,,,,False,False,True
,,Thomson,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=TMMFP,creditfixings,,,2009-10-22,True,auction_only,TMMFP,,63.25,,,,Senior - B3 - 7.5Y,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=TMMFP,,,,False,False,True
,,Thomson,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=TMMFP,creditfixings,,,2009-10-22,True,auction_only,TMMFP,,65.125,,,,Senior - B2 - 5Y,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=TMMFP,,,,False,False,True
,,Thomson,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=TMMFP,creditfixings,,,2009-10-22,True,auction_only,TMMFP,,96.25,,,,Senior - B1 - 2.5Y,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=TMMFP,,,,False,False,True
,,Metro-Goldwyn-Mayer Inc.,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=MGM,creditfixings,,,2009-11-10,True,auction_only,MGM,,58.5,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=MGM,,,,False,False,True
,,CIT Group Inc.,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=CIT,creditfixings,,,2009-11-20,True,auction_only,CIT,,68.125,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=CIT,,,,False,False,True
,,Thomson,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=TMMFP,creditfixings,,,2009-12-10,True,auction_only,TMMFP,,77.75,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=TMMFP,,,,False,False,True
,,Hellas Telecommunications (Luxembourg) II,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=HELLAS-II,creditfixings,,,2009-12-15,True,auction_only,HELLAS-II,,1.375,,,,Subordinated,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=HELLAS-II,,,,False,False,True
,,"National Joint Stock Company ""Naftogaz of Ukraine""",,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=NAFT,creditfixings,,,2009-12-16,True,auction_only,NAFT,,83.5,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=NAFT,,,,False,False,True
,,Financial Guaranty Insurance Company,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=FGIC,creditfixings,,,2010-01-07,True,auction_only,FGIC,,26.0,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=FGIC,,,,False,False,True
,,Cemex S.A.B. de C.V.,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=CEMSAB,creditfixings,,,2010-02-18,True,auction_only,CEMSAB,,97.0,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=CEMSAB,,,,False,False,True
,,AIFUL CORPORATION,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=AIFUL,creditfixings,,,2010-03-25,True,auction_only,AIFUL,,33.875,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=AIFUL,,,,False,False,True
,,McCarthy and Stone,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=McCarthy-A06,creditfixings,,,2010-04-15,True,auction_only,McCarthy-A06,,70.375,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=McCarthy-A06,,,,False,False,True
,,Japan Airlines Corporation,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=JALC,creditfixings,,,2010-04-22,True,auction_only,JALC,,20.0,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=JALC,,,,False,False,True
,,ANGLO IRISH BANK CORPORATION LIMITED,,,,auction,https://www.cdsdeterminationscommittees.org/cds/anglo-irish-bank-corporation-limited/,creditfixings,,,2010-12-09,True,auction_only,ANGBKL,EUR,18.25,,,,Subordinated - B2,https://www.cdsdeterminationscommittees.org/cds/anglo-irish-bank-corporation-limited/,,,,False,False,True
,,ANGLO IRISH BANK CORPORATION LIMITED,,,,auction,https://www.cdsdeterminationscommittees.org/cds/anglo-irish-bank-corporation-limited/,creditfixings,,,2010-12-09,True,auction_only,ANGBKL,EUR,74.5,,,,Senior - B3,https://www.cdsdeterminationscommittees.org/cds/anglo-irish-bank-corporation-limited/,,,,False,False,True
,,ANGLO IRISH BANK CORPORATION LIMITED,,,,auction,https://www.cdsdeterminationscommittees.org/cds/anglo-irish-bank-corporation-limited/,creditfixings,,,2010-12-09,True,auction_only,ANGBKL,EUR,76.0,,,,Senior - B2,https://www.cdsdeterminationscommittees.org/cds/anglo-irish-bank-corporation-limited/,,,,False,False,True
,,ANGLO IRISH BANK CORPORATION LIMITED,,,,auction,https://www.cdsdeterminationscommittees.org/cds/anglo-irish-bank-corporation-limited/,creditfixings,,,2010-12-09,True,auction_only,ANGBKL,EUR,74.5,,,,Senior/Subordinated - B1,https://www.cdsdeterminationscommittees.org/cds/anglo-irish-bank-corporation-limited/,,,,False,False,True
,,ANGLO IRISH BANK CORPORATION LIMITED,,,,auction,https://www.cdsdeterminationscommittees.org/cds/anglo-irish-bank-corporation-limited/,creditfixings,,,2011-02-02,True,auction_only,ANGBKL,EUR,71.25,,,,Snrfor/Sublt2,https://www.cdsdeterminationscommittees.org/cds/anglo-irish-bank-corporation-limited/,,,,False,False,True
,,ALLIED IRISH BANKS PUBLIC LIMITED COMPANY,,,,auction,https://www.cdsdeterminationscommittees.org/cds/allied-irish-banks-plc-3/,creditfixings,,,2011-06-30,True,auction_only,AIB,,10.375,,,,Subordinated,https://www.cdsdeterminationscommittees.org/cds/allied-irish-banks-plc-3/,,,,False,False,True
,,The Governor and Company of the Bank of Ireland,,,,auction,https://www.cdsdeterminationscommittees.org/cds/the-governor-and-company-of-the-bank-of-ireland/,creditfixings,,,2011-07-28,True,auction_only,BKIR,EUR,76.625,,,,Senior - B2,https://www.cdsdeterminationscommittees.org/cds/the-governor-and-company-of-the-bank-of-ireland/,,,,False,False,True
,,The Governor and Company of the Bank of Ireland,,,,auction,https://www.cdsdeterminationscommittees.org/cds/the-governor-and-company-of-the-bank-of-ireland/,creditfixings,,,2011-07-28,True,auction_only,BKIR,EUR,72.875,,,,Senior - B3,https://www.cdsdeterminationscommittees.org/cds/the-governor-and-company-of-the-bank-of-ireland/,,,,False,False,True
,,The Governor and Company of the Bank of Ireland,,,,auction,https://www.cdsdeterminationscommittees.org/cds/the-governor-and-company-of-the-bank-of-ireland/,creditfixings,,,2011-07-28,True,auction_only,BKIR,EUR,72.5,,,,Senior - B6,https://www.cdsdeterminationscommittees.org/cds/the-governor-and-company-of-the-bank-of-ireland/,,,,False,False,True
,,The Governor and Company of the Bank of Ireland,,,,auction,https://www.cdsdeterminationscommittees.org/cds/the-governor-and-company-of-the-bank-of-ireland/,creditfixings,,,2011-07-28,True,auction_only,BKIR,EUR,35.625,,,,Subordinated - B2,https://www.cdsdeterminationscommittees.org/cds/the-governor-and-company-of-the-bank-of-ireland/,,,,False,False,True
,,The Governor and Company of the Bank of Ireland,,,,auction,https://www.cdsdeterminationscommittees.org/cds/the-governor-and-company-of-the-bank-of-ireland/,creditfixings,,,2011-07-28,True,auction_only,BKIR,EUR,37.25,,,,Subordinated - B3,https://www.cdsdeterminationscommittees.org/cds/the-governor-and-company-of-the-bank-of-ireland/,,,,False,False,True
