reference_entity,determination_date,committee,origin,doc_kind,doc_title,source_page,file_url,local_path,content_type,bytes,sha256,fetched_at,text_chars,text_path
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,Deriv/ SERV Triggered Transaction Data (Senior SRO 2014 Transactions),https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/11/deriv-serv-novo-banco-s-a-triggered-transaction-data-senior-sra-2014-transactions.pdf,data/docs/3a453ad4148f__deriv-serv-novo-banco-s-a-triggered-transaction-data-senior-sra-2014-transactions.pdf,application/pdf,68556,3a453ad4148fa1f3d6a323cdddfd7e1a944b65799b0b487b6592b32b3ee5d045,2026-06-08T06:04:38+00:00,1331,data/doctext/3a453ad4148f.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,Deriv/ SERV Triggered Transaction Data (Category 4 transactions),https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/04/cumulative-triggered-transaction-data-nb.pdf,data/docs/8ccffe415930__cumulative-triggered-transaction-data-nb.pdf,application/pdf,18225,8ccffe41593003d3e21c4a8a7e659912474e13538af097dd636d3a17c94ca9f4,2026-06-08T06:04:39+00:00,1839,data/doctext/8ccffe415930.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,document,Deriv/ SERV Triggered Transaction Data (Category 3 transactions and Category 2 sub-category B transactions (other than Excluded Category 2 Transactions),https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,http://assets.isda.org/media/f253b540-191/fa58a8bb.docx,data/docs/5557c3fc8482__fa58a8bb.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,31743,5557c3fc8482c80cd50d7e619ded0e5c4c24a3a5eac3d363eb7152b09d44a956,2026-06-08T06:04:40+00:00,0,
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,auction_market_data,List of Participating Bidders in Nova Banco S.A. Restructuring Credit Event Auctions (Non-SRO Transactions),https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,http://www.cdsdeterminationscommittees.org/wp-content/uploads/2018/04/List-of-Participating-Bidders-in-Novo-Banco-SA-Restructuring-Credit-Event-Auction.pdf,data/docs/2d25b87aa1ad__List-of-Participating-Bidders-in-Novo-Banco-SA-Restructuring-Credit-Event-Auction.pdf,application/pdf,19643,2d25b87aa1adc834c1151c194220cb98fd131ecc824612bc4c39721fd0802446,2026-06-08T06:04:40+00:00,407,data/doctext/2d25b87aa1ad.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,"DC Decision November 16, 2018",https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/11/novo-banco-emea-dc-decision-november-16-2018.pdf,data/docs/6ceb5edd89ea__novo-banco-emea-dc-decision-november-16-2018.pdf,application/pdf,224484,6ceb5edd89ea6668b708c62579bb4009f6f59be062a9422a9296738a181535c8,2026-06-08T06:04:41+00:00,5464,data/doctext/6ceb5edd89ea.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,"DC Decision November 14, 2018",https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/11/novo-banco-emea-dc-decision-november-14-2018.pdf,data/docs/f3aaa4ce133f__novo-banco-emea-dc-decision-november-14-2018.pdf,application/pdf,84417,f3aaa4ce133f76851f7641e8dde944983cbf47e3b24461ae40a43d7a63384da9,2026-06-08T06:04:42+00:00,1342,data/doctext/f3aaa4ce133f.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,statement,"DC Statement on November 1, 2018",https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/11/novo-banco-emea-dc-statement-november-1-2018.pdf,data/docs/96abe5e064ef__novo-banco-emea-dc-statement-november-1-2018.pdf,application/pdf,274035,96abe5e064efe3bb7293694c0155b302a3a89c9825b1978be966547575cc1f78,2026-06-08T06:04:43+00:00,16094,data/doctext/96abe5e064ef.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,"DC Decision November 1, 2018",https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/11/novo-banco-emea-dc-decision-november-1-2018.pdf,data/docs/2f370981be1f__novo-banco-emea-dc-decision-november-1-2018.pdf,application/pdf,90319,2f370981be1fb3bce3f92a3e6a0a0d32e1980387cd388a28ec6ef4fda0530008,2026-06-08T06:04:44+00:00,4156,data/doctext/2f370981be1f.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,statement,here,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/10/novo-banco-dc-statement-october-17-2018.pdf,data/docs/834d1028eb84__novo-banco-dc-statement-october-17-2018.pdf,application/pdf,94679,834d1028eb84baaddc9b4b36320d8f7998ecd25fff83455c86cd607931390f98,2026-06-08T06:04:45+00:00,3778,data/doctext/834d1028eb84.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,"DC Decision October 17, 2018",https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/10/novo-banco-emea-dc-decision-october-17-2018-full-vote.pdf,data/docs/f29a4662e61f__novo-banco-emea-dc-decision-october-17-2018-full-vote.pdf,application/pdf,81645,f29a4662e61fb1a670d86c9ab945b935eb369088302ea56748d38e972477135c,2026-06-08T06:04:46+00:00,1273,data/doctext/f29a4662e61f.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,"DC Decision June 14, 2018",https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/06/dc-decision-14062018.pdf,data/docs/1c143975d561__dc-decision-14062018.pdf,,342027,1c143975d56110dcaf84eb5a3cdf5f243afea698bd170954001f01faf2614068,2026-06-08T06:04:46+00:00,665,data/doctext/1c143975d561.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,"DC Decision April 16, 2018",https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/04/dc-decision-novo-bamco-04162018.pdf,data/docs/d81864b3ca1d__dc-decision-novo-bamco-04162018.pdf,application/pdf,77332,d81864b3ca1d61a7453ad43795e5f5be019ff8c8f91dd4e282015ad6b7f74c29,2026-06-08T06:04:47+00:00,3197,data/doctext/d81864b3ca1d.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,"NB Auction/Settlement Timetable for Non-Senior SRO Transactions – March 23, 2018, updated as of March 27, 2018 and April 16, 2018",https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/04/nb-auction-settlement-timetable-for-non-senior-sro-transactions-updated-as-of-march-27-2018-and-april-16-2018.pdf,data/docs/0d9a3d8243c5__nb-auction-settlement-timetable-for-non-senior-sro-transactions-updated-as-of-march-27-2018-and-april-16-2018.pdf,application/pdf,392447,0d9a3d8243c565a7bd2446ae6fa1e3dd19b188d770d26e8fb3c7d247af09f211,2026-06-08T06:04:50+00:00,56441,data/doctext/0d9a3d8243c5.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,Redline NB Auction/Settlement Timetable for Non-Senior SRO Transactions – 16 April 2018 version against 27 March 2018 version,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/04/redline-nb-auction-settlement-timetable-for-non-senior-sro-transactions-16-april-2018-version-against-27-march.pdf,data/docs/eaaf852f7cd3__redline-nb-auction-settlement-timetable-for-non-senior-sro-transactions-16-april-2018-version-against-27-march.pdf,application/pdf,265883,eaaf852f7cd3caf6f79fbee6297442e571de94ea61c385a30ab302c94c0e5c6c,2026-06-08T06:04:54+00:00,59789,data/doctext/eaaf852f7cd3.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,DC resolution on 27 March 2018,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/03/dc-decision-03272018.pdf,data/docs/96485c7edcec__dc-decision-03272018.pdf,application/pdf,381605,96485c7edcecff195edb9ee308311f09626ab74890ca08b442d6e6a0d278819e,2026-06-08T06:04:56+00:00,6727,data/doctext/96485c7edcec.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,statement,DC statement updated as of 27 March 2018,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/03/action-settlement-timetable-non-sro-transactions-novo-banco-27032018.pdf,data/docs/e9e5513fbf6c__action-settlement-timetable-non-sro-transactions-novo-banco-27032018.pdf,application/pdf,388379,e9e5513fbf6cf4bbc3b7ddb27a51cbb215a399d886ad4eef29bb029cfb712695,2026-06-08T06:04:59+00:00,57586,data/doctext/e9e5513fbf6c.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,auction_results,Final List,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/04/novo-banco-supplemental-list-060418.pdf,data/docs/d8068aeb6ebf__novo-banco-supplemental-list-060418.pdf,application/pdf,66034,d8068aeb6ebf537043f2618c53fe06a697c00fb8d51c3620b235038fd6086e95,2026-06-08T06:05:00+00:00,2252,data/doctext/d8068aeb6ebf.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,auction_settlement_terms,DRAFT Auction Settlement Terms for the Auction(s) (deemed or actual) in respect of 2014 Transactions (senior non-SRO and subordinated transactions) and Updated 2003 Transactions (senior and subordinated transactions)(redlined against 26 January 2018 draft),https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/03/nb-3.pdf,data/docs/795dec60d99b__nb-3.pdf,application/pdf,637835,795dec60d99b5f9c04b3f92927d45ba5524776f51b0bdc615c123efc99a35ef1,2026-06-08T06:05:10+00:00,183661,data/doctext/795dec60d99b.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,auction_settlement_terms,DRAFT Auction Settlement Terms for the Auction(s) (deemed or actual) in respect of 2014 Transactions (senior non-SRO and subordinated transactions) and Updated 2003 Transactions (senior and subordinated transactions) (redline against the Monte dei Paschi 2014 CDD AST),https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/03/53286.pdf,data/docs/15ff7f326d2a__53286.pdf,application/pdf,659017,15ff7f326d2abd9a0a4cf7a4909ae46ea72e005d84fd9b35ccb9cbe0cdbf1a7e,2026-06-08T06:05:21+00:00,188501,data/doctext/15ff7f326d2a.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,Redline NB Auction/Settlement Timetable for Non-SRO Transactions – 27 March 2018 version against 23 March 2018,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/03/redline-nb-auction-settlement-timetable-for-non-sro-transactions-27-march-2018-version-against-23-march-2018.pdf,data/docs/0159b52e5134__redline-nb-auction-settlement-timetable-for-non-sro-transactions-27-march-2018-version-against-23-march-2018.pdf,application/pdf,301309,0159b52e513421b09a34307ba3a16f40a93d6cb7947a39dfbc836d9a44db9d36,2026-06-08T06:05:26+00:00,62904,data/doctext/0159b52e5134.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,statement,"DC Statement March 23, 2018",https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/03/dc-statement-23032018.pdf,data/docs/ec0a0dab24e5__dc-statement-23032018.pdf,application/pdf,393939,ec0a0dab24e5d223f8c3536d73147a85692ec721aa8cf60f572828354d89915e,2026-06-08T06:05:30+00:00,55553,data/doctext/ec0a0dab24e5.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,"DC Decision March 23, 2018",https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/03/dc-decision-23032018.pdf,data/docs/1db07211c2f1__dc-decision-23032018.pdf,application/pdf,338710,1db07211c2f11008a790a3b6dddf5f40be309a465f1929154b833788c5bdc2cf,2026-06-08T06:05:30+00:00,655,data/doctext/1db07211c2f1.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,DC Decision 26012018,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/01/dc-decision-26012018.pdf,data/docs/15499dd04d30__dc-decision-26012018.pdf,application/pdf,195173,15499dd04d30936bdc98b4a57d5113b2c91b1ed70950536faeb92fcbb5a6e587,2026-06-08T06:05:31+00:00,2147,data/doctext/15499dd04d30.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,Preliminary List,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/01/preliminary-list-2014-transactions-26012018.pdf,data/docs/7bf0e5de2d62__preliminary-list-2014-transactions-26012018.pdf,application/pdf,58911,7bf0e5de2d628316e48f4db2cff2a4c6fe359001fbcc8eee1a5c0dc910120257,2026-06-08T06:05:32+00:00,2023,data/doctext/7bf0e5de2d62.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,Preliminary List,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/01/preliminary-list-2014-and-updated-2003-transactions-26012018.pdf,data/docs/7e595d747ad3__preliminary-list-2014-and-updated-2003-transactions-26012018.pdf,application/pdf,64078,7e595d747ad32c9b5381a05f906d08d062e1ab2bcd3ce7c29ef87f3209aa0493,2026-06-08T06:05:33+00:00,2566,data/doctext/7e595d747ad3.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,auction_settlement_terms,Draft Auction Settlement Terms for the deemed Auction in respect of 2014 Transactions (senior SRO transactions only),https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/01/ast-2014-transactions-2014-senior.pdf,data/docs/61a59da1f8d3__ast-2014-transactions-2014-senior.pdf,application/pdf,188501,61a59da1f8d374853962eeb7bb96558e8224f7552c8a84015d1a6789d3fb5201,2026-06-08T06:05:35+00:00,36094,data/doctext/61a59da1f8d3.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,auction_settlement_terms,Draft Auction Settlement Terms for the deemed Auction in respect of 2014 Transactions (senior SRO transactions only) (redline against the 2017 Monte dei Paschi 2014 CDD AST),https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/01/ast-2014-transactions-senior-redline.pdf,data/docs/021b081ebe5e__ast-2014-transactions-senior-redline.pdf,application/pdf,408144,021b081ebe5e2517c79d3dcf8c86a416a28c764e53f4ab6ed69f1052c931ce27,2026-06-08T06:05:45+00:00,176782,data/doctext/021b081ebe5e.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,auction_settlement_terms,DRAFT Auction Settlement Terms for the Auction(s) (deemed or actual) in respect of 2014 Transactions (senior non-SRO and subordinated transactions) and Updated 2003 Transactions (senior and subordinated transactions),https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/01/ast-2014-and-updated-2003-transactions.pdf,data/docs/959d842bee25__ast-2014-and-updated-2003-transactions.pdf,application/pdf,458908,959d842bee2549d71f1af5cdf86c809bc8c4107c59db7779cf86ffa595e2a8f1,2026-06-08T06:05:56+00:00,182109,data/doctext/959d842bee25.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,auction_settlement_terms,DRAFT Auction Settlement Terms for the Auction(s) (deemed or actual) in respect of 2014 Transactions (senior non-SRO and subordinated transactions) and Updated 2003 Transactions (senior and subordinated transactions) (redline against the Monte dei Paschi 2014 CDD AST),https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2018/01/ast-2014-and-updated-2003-transactions-comparison.pdf,data/docs/bbbea39ef2c8__ast-2014-and-updated-2003-transactions-comparison.pdf,application/pdf,411108,bbbea39ef2c8a6627658751c8c49470a35fb6df35c5218d4f688caf26725e8a7,2026-06-08T06:06:06+00:00,188202,data/doctext/bbbea39ef2c8.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,DC Decision 15122017,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2017/12/novo-banco-dc-decision-15122017.pdf,data/docs/5b4d4f16cfed__novo-banco-dc-decision-15122017.pdf,application/pdf,52289,5b4d4f16cfedc1f21631814946120510efcaea52d7838b74645c2a34e37582cb,2026-06-08T06:06:07+00:00,2623,data/doctext/5b4d4f16cfed.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,Preliminary List,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2017/12/novo-banco-preliminary-list-senior.pdf,data/docs/d183977c9e2b__novo-banco-preliminary-list-senior.pdf,application/pdf,58063,d183977c9e2b5e4deaada52c411329da3cc763c2f11a55d4aa63a7d5bb7d9bae,2026-06-08T06:06:08+00:00,2023,data/doctext/d183977c9e2b.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,Preliminary List,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2017/12/novo-banco-preliminary-list-sub.pdf,data/docs/25bf89e8533f__novo-banco-preliminary-list-sub.pdf,application/pdf,48438,25bf89e8533fbb362a7ae8d6b35e8606d79f1a29634bdf79d442fb37fdba9c25,2026-06-08T06:06:08+00:00,1643,data/doctext/25bf89e8533f.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,Preliminary List,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2017/12/novo-banco-preliminary-list-senior-sub.pdf,data/docs/c9c57542d903__novo-banco-preliminary-list-senior-sub.pdf,application/pdf,48040,c9c57542d903ed02e6d105f2339bdae4b8cadf0efcddaa7ebaf365d52dba18d2,2026-06-08T06:06:09+00:00,1770,data/doctext/c9c57542d903.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,DC Decision 11292017,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2017/11/dc-decision-11292017.pdf,data/docs/e280b63e3741__dc-decision-11292017.pdf,application/pdf,194954,e280b63e37414fa7f8ff17065ea61543316ae3a09f8c82c3c2e6ac77ea4481bc,2026-06-08T06:06:10+00:00,1077,data/doctext/e280b63e3741.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,statement,EMEA DC Statement 11292017,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2017/11/emea-dc-statement-29-november-2017.pdf,data/docs/597127a137d1__emea-dc-statement-29-november-2017.pdf,application/pdf,105985,597127a137d10beb6c12c044fac88a237ff239ee685e61e62c13f4e74df340fe,2026-06-08T06:06:11+00:00,6458,data/doctext/597127a137d1.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,List of Potential Deliverable Obligations 11202017,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2017/11/list-of-potential-deliverable-obligations-11202017.pdf,data/docs/c0d8999c633d__list-of-potential-deliverable-obligations-11202017.pdf,application/pdf,25275,c0d8999c633d47b2cfee0039f1a894a75a494e1e03c868a9f7e444ad95464c8e,2026-06-08T06:06:12+00:00,5309,data/doctext/c0d8999c633d.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,DC Decision 11132017,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2017/11/dc-decision-11132017.pdf,data/docs/8f907b62f0ce__dc-decision-11132017.pdf,application/pdf,186742,8f907b62f0ce1c346196d90670bcce44341cbff98cce5ea137beaa511f943aa8,2026-06-08T06:06:12+00:00,933,data/doctext/8f907b62f0ce.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,DC Decision 11102017,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2017/11/dc-decision-11102017-v2.pdf,data/docs/f35af78cf2ce__dc-decision-11102017-v2.pdf,application/pdf,193164,f35af78cf2ce32914d2536b6b58560be87b1e2c663c2a15c1fafc6604cb3375c,2026-06-08T06:06:13+00:00,1185,data/doctext/f35af78cf2ce.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,DC Decision 11032017,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2017/11/emea-dc-decision-11032017-novo-banco-sa-issue-number-2017100401.pdf,data/docs/28f100dd87e7__emea-dc-decision-11032017-novo-banco-sa-issue-number-2017100401.pdf,application/pdf,188806,28f100dd87e7b7b9340c0b2a4f570dcc05c2a6573584c14db59a3e2be523152c,2026-06-08T06:06:14+00:00,885,data/doctext/28f100dd87e7.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,statement,DC Statement 10182017,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2017/10/novo-banco-statement-10182017.pdf,data/docs/a4ae7c86fcca__novo-banco-statement-10182017.pdf,application/pdf,13622,a4ae7c86fcca160420b1acb13b183b5ef9dc948561af926080ffc3af3e2462ea,2026-06-08T06:06:15+00:00,3654,data/doctext/a4ae7c86fcca.txt
"NOVO BANCO, S.A.",2017-07-24,EMEA,determination,decision,DC Decision 10052017,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,https://www.cdsdeterminationscommittees.org/documents/2017/10/novo-banco-decision-10052017.pdf,data/docs/8b6a6deef7c2__novo-banco-decision-10052017.pdf,application/pdf,195129,8b6a6deef7c29d0be738bf8a7fff8bd9d44290a1c1b131a3847b4eb47e36bb4a,2026-06-08T06:06:16+00:00,2033,data/doctext/8b6a6deef7c2.txt
Norske Skog,2017-07-25,,determination,decision,91fc92364c07__dc-decision-07252017-norske-skog.pdf,https://www.cdsdeterminationscommittees.org/documents/2017/07/dc-decision-07252017-norske-skog.pdf/,https://www.cdsdeterminationscommittees.org/documents/2017/07/dc-decision-07252017-norske-skog.pdf/,data/docs/91fc92364c07__dc-decision-07252017-norske-skog.pdf,application/pdf,195890,91fc92364c0741bbd44ab8416fe82251a46d79676e53026735b291893d5a0491,2026-06-08T06:06:16+00:00,1644,data/doctext/91fc92364c07.txt
Prepa Pr,2017-07-27,,determination,decision,3065ed007bd3__prepa-blackline-pr.pdf,https://www.cdsdeterminationscommittees.org/documents/2017/07/prepa-blackline-pr.pdf/,https://www.cdsdeterminationscommittees.org/documents/2017/07/prepa-blackline-pr.pdf/,data/docs/3065ed007bd3__prepa-blackline-pr.pdf,application/pdf,373898,3065ed007bd3e6a2e6feaa069d9dacc9b85a23d23791722448df11c25bd23a80,2026-06-08T06:06:25+00:00,172028,data/doctext/3065ed007bd3.txt
Prepa Genon,2017-07-27,,determination,decision,631c586360ea__prepa-blackline-genon.pdf,https://www.cdsdeterminationscommittees.org/documents/2017/07/prepa-blackline-genon.pdf/,https://www.cdsdeterminationscommittees.org/documents/2017/07/prepa-blackline-genon.pdf/,data/docs/631c586360ea__prepa-blackline-genon.pdf,application/pdf,448370,631c586360ea9be04954c50b80dac1ceac05c320768b2f62a856fb70708abb93,2026-06-08T06:06:36+00:00,191216,data/doctext/631c586360ea.txt
Prepa Ast,2017-07-27,,determination,auction_settlement_terms,8ae42c1f0522__prepa-ast.pdf,https://www.cdsdeterminationscommittees.org/documents/2017/07/prepa-ast.pdf/,https://www.cdsdeterminationscommittees.org/documents/2017/07/prepa-ast.pdf/,data/docs/8ae42c1f0522__prepa-ast.pdf,application/pdf,405680,8ae42c1f0522e6d29f5562ada57bbbcb49b1c2a7a0faccadcdeb145b89730fb6,2026-06-08T06:06:45+00:00,170341,data/doctext/8ae42c1f0522.txt
Prepa Final List,2017-07-27,,determination,decision,2cb945fc5305__prepa-final-list.pdf,https://www.cdsdeterminationscommittees.org/documents/2017/07/prepa-final-list.pdf/,https://www.cdsdeterminationscommittees.org/documents/2017/07/prepa-final-list.pdf/,data/docs/2cb945fc5305__prepa-final-list.pdf,application/pdf,82497,2cb945fc530595532cf3315042c4afc100b3ccf1b8b5193a2f254aa712d68ceb,2026-06-08T06:06:46+00:00,3546,data/doctext/2cb945fc5305.txt
Norske Skog,2017-07-27,,determination,decision,a714c5b858bc__dc-decision-07272017-norske-skog.pdf,https://www.cdsdeterminationscommittees.org/documents/2017/07/dc-decision-07272017-norske-skog.pdf/,https://www.cdsdeterminationscommittees.org/documents/2017/07/dc-decision-07272017-norske-skog.pdf/,data/docs/a714c5b858bc__dc-decision-07272017-norske-skog.pdf,application/pdf,188758,a714c5b858bc3ba5c088d2ef01d3a44ac9cb215bad23b0a5775e81ef19905063,2026-06-08T06:06:47+00:00,864,data/doctext/a714c5b858bc.txt
BANCA MONTE DEI PASCHI DI SIENA S.P.A.,2017-07-28,EMEA,determination,document,Press release by Banca Monte dei Paschi di Siena S.p.A.,https://www.cdsdeterminationscommittees.org/cds/banca-monte-dei-paschi-di-siena-s-p-a/,http://english.mps.it/media-and-news/press-releases/ComunicatiStampaAllegati/2017/CS_decreto%20MEF_28072017_ENG%20RQ.pdf,data/docs/8b9a849c54c7__CS_decreto_20MEF_28072017_ENG_20RQ.pdf,text/html; charset=UTF-8,44292,8b9a849c54c7c40b95678193d591c08c67fbde219eb562578ede4eb9185db1c6,2026-06-08T06:06:48+00:00,0,
BANCA MONTE DEI PASCHI DI SIENA S.P.A.,2017-07-28,EMEA,determination,auction_settlement_terms,2017 Banca Monte dei Paschi di Siena S.p.A. 2003 Credit Derivatives Auction Settlement Terms,https://www.cdsdeterminationscommittees.org/cds/banca-monte-dei-paschi-di-siena-s-p-a/,https://www.cdsdeterminationscommittees.org/documents/2017/10/2017-banca-monte-dei-paschi-di-siena-s-p-a-2003-credit-derivatives-auction-settlement-terms.pdf,data/docs/2c0c2901f2e5__2017-banca-monte-dei-paschi-di-siena-s-p-a-2003-credit-derivatives-auction-settlement-terms.pdf,application/pdf,504491,2c0c2901f2e50818e570a6de9f223b11fd70f46dd6b473de6e461fcbebce7a50,2026-06-08T06:06:57+00:00,173373,data/doctext/2c0c2901f2e5.txt
