date,committee,reference_entity,issue_number,credit_event_type,decision,doc_type,url,source,title,tags,auction_date,auction_held
2019-01-15,,Final Parker,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/01/final-auction-settlement-terms-parker-2.pdf/,document-feed,Final Auction Settlement Terms – Parker – Latest Revision,,,False
2019-01-15,,Final Sears,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/01/final-auction-settlement-terms-sears-2.pdf/,document-feed,Final Auction Settlement Terms – Sears – Latest Revision,,,False
2019-01-15,,Sears Auction,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/01/list-of-participating-bidders-sears-auction.pdf/,document-feed,List of Participating Bidders – Sears Auction – Latest Revision,,,False
2019-01-15,EMEA,Ziggo Bond Finance Bv Lsc,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2019/01/ziggo-bond-finance-bv-emea-lsc-statement.pdf/,document-feed,Ziggo Bond Finance BV – EMEA LSC statement – Latest Revision,,,False
2019-01-16,,Updated Sears,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/01/updated-list-of-participating-bidders-sears.pdf/,document-feed,Updated List of Participating Bidders – Sears – Latest Revision,,,False
2019-01-21,EMEA,Ziggo Bond Finance B V,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2019/01/emea-dc-decision-ziggo-bond-finance-b-v-statement-january-21-2019.pdf/,document-feed,"EMEA DC Decision – Ziggo Bond Finance B.V. (statement) – January 21, 2019 – Latest Revision",,,False
2019-01-21,EMEA,Ziggo Bond Finance B V,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2019/01/emea-dc-statement-ziggo-bond-finance-b-v-january-21-2019.pdf/,document-feed,"EMEA DC Statement – Ziggo Bond Finance B.V. – January 21, 2019 – Latest Revision",,,False
2019-01-21,EMEA,Ziggo Bond Finance B V,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/01/emea-dc-decision-ziggo-bond-finance-b-v-january-21-2019.pdf/,document-feed,"EMEA DC Decision – Ziggo Bond Finance B.V. – January 21, 2019 – Latest Revision",,,False
2019-01-22,,Parker Drilling Company,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/01/updated-list-of-participating-bidders-parker-drilling-company.pdf/,document-feed,Updated List of Participating Bidders – Parker Drilling Company – Latest Revision,,,False
2019-01-22,,Parker Drilling Company,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/01/list-of-participating-bidders-parker-drilling.pdf/,document-feed,List of Participating Bidders – Parker Drilling – Latest Revision,,,False
2019-01-29,Americas,PACIFIC GAS AND ELECTRIC COMPANY,9135,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/pacific-gas-and-electric-company/,dc-isda,PACIFIC GAS AND ELECTRIC COMPANY,auction,2019-02-27,True
2019-01-31,,Pge,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/01/dc-decision-january-31-2019-pge.pdf/,document-feed,"DC Decision January 31, 2019 (PG&E) – Latest Revision",,,False
2019-02-01,Americas,Owens Illinois Inc,2020010201,,,decision,https://www.cdsdeterminationscommittees.org/documents/2020/01/americas-dc-decision-issue-2020010201-owens-illinois-inc-01-02-2019.pdf/,document-feed,"Americas DC Decision – Issue 2020010201 (Owens-Illinois, Inc.) 01/02/2019 – Latest Revision",,,False
2019-02-04,,Pge,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/dc-decision-february-4-2019-pge.pdf/,document-feed,"DC Decision February 4 2019, PG&E – Latest Revision",,,False
2019-02-05,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/dc-decision-february-5-2019-initial-list-2.pdf/,document-feed,"DC Decision February 5, 2019 (Initial List) – Latest Revision",,,False
2019-02-05,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/dc-decision-february-5-2019-initial-list.pdf/,document-feed,"DC Decision February 5, 2019 (Initial List) – Latest Revision",,,False
2019-02-05,,Checklist,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/dc-decision-february-5-2019-ast-checklist.pdf/,document-feed,"DC Decision February 5, 2019 (AST Checklist) – Latest Revision",,,False
2019-02-05,,Checklist Pge,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/ast-checklist-pge.pdf/,document-feed,AST Checklist – PG&E – Latest Revision,,,False
2019-02-05,,Pge,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/pge-initial-list.pdf/,document-feed,PG&E Initial List – Latest Revision,,,False
2019-02-08,,Pge,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/pge-supplemental-list.pdf/,document-feed,PG&E Supplemental List – Latest Revision,,,False
2019-02-08,EMEA,STEINHOFF EUROPE AG,9138,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/steinhoff-europe-ag/,dc-isda,STEINHOFF EUROPE AG,auction,2019-09-25,True
2019-02-12,Americas,Dean Foods Company,2019111201,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/12/americas-dc-decision-issue-2019111201-dean-foods-company-12-02-2019.pdf/,document-feed,Americas DC Decision – Issue 2019111201 (Dean Foods Company) 12/02/2019 – Latest Revision,,,False
2019-02-13,,Pge,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/pge-final-list.pdf/,document-feed,PG&E Final List – Latest Revision,,,False
2019-02-18,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/1862178.pdf/,document-feed,1862178 – Latest Revision,,,False
2019-02-20,,Pge Asts,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/redline-pge-asts-against-parker-asts.pdf/,document-feed,Redline – PG&E ASTs against Parker ASTs – Latest Revision,,,False
2019-02-20,,Pge Final,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/pge-final-auction-settlement-terms.pdf/,document-feed,PG&E Final Auction Settlement Terms – Latest Revision,,,False
2019-02-20,,Banco Popular Feb,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/banco-popular-decision-21-feb.pdf/,document-feed,Banco Popular – Decision – 21 Feb – Latest Revision,,,False
2019-02-20,,Beni Stabili Feb,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/beni-stabili-decision-21-feb.pdf/,document-feed,Beni Stabili – Decision – 21 Feb – Latest Revision,,,False
2019-02-20,,Banco Popular Feb,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2019/02/banco-popular-statement-21-feb.pdf/,document-feed,Banco Popular – Statement – 21 Feb – Latest Revision,,,False
2019-02-20,,Beni Stabili,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2019/02/beni-stabili-statement-21-feb-2019.pdf/,document-feed,Beni Stabili – Statement – 21 Feb – Latest Revision,,,False
2019-02-21,,Win Dc Submission,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/win_dc_submission.pdf/,document-feed,WIN_DC_Submission – Latest Revision,,,False
2019-02-25,,Pge,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/list-of-participating-bidders-pge.pdf/,document-feed,List of Participating Bidders – PG&E – Latest Revision,,,False
2019-02-25,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/dc-decision-february-25-2019.pdf/,document-feed,"DC Decision February 25, 2019 – Latest Revision",,,False
2019-02-25,Americas,"Windstream Services, LLC",9136,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/windstream-services-llc-6/,dc-isda,"Windstream Services, LLC",auction,2019-04-03,True
2019-02-26,,Windstream Iii,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/dc-decision-february-26-2019-windstream-iii.pdf/,document-feed,"DC Decision February 26, 2019 (Windstream III) – Latest Revision",,,False
2019-02-26,,Windstream I And Ii,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/dc-decision-february-26-2019-windstream-i-and-ii.pdf/,document-feed,"DC Decision February 26, 2019 (Windstream I and II) – Latest Revision",,,False
2019-02-27,,Win Request,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/win-request.pdf/,document-feed,WIN – Request – Latest Revision,,,False
2019-02-27,,Test,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/test-4.pdf/,document-feed,Test – Latest Revision,,,False
2019-02-28,,Test,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/02/test-5.pdf/,document-feed,test – Latest Revision,,,False
2019-03-05,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/dc-decision-on-initial-list-march-5-2019.pdf/,document-feed,"DC Decision on Initial List March 5, 2019 – Latest Revision",,,False
2019-03-06,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/dc-decision-march-6-2019.pdf/,document-feed,"DC Decision March 6, 2019 – Latest Revision",,,False
2019-03-07,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/supplemental-list-5.pdf/,document-feed,Supplemental List – Latest Revision,,,False
2019-03-11,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/dc-decision-march-11-2019.pdf/,document-feed,"DC Decision March 11, 2019 – Latest Revision",,,False
2019-03-12,EMEA,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/emea-dc-decision-12-03-2019.pdf/,document-feed,EMEA DC Decision 12.03.2019 – Latest Revision,,,False
2019-03-12,EMEA,,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2019/03/emea-dc-statement-12-03-19.pdf/,document-feed,EMEA DC Statement 12.03.19 – Latest Revision,,,False
2019-03-12,,News Item,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/news-item-2.pdf/,document-feed,News Item 2 – Latest Revision,,,False
2019-03-12,,News Item,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/news-item-1.pdf/,document-feed,News Item 1 – Latest Revision,,,False
2019-03-12,,Declaration Of Nicholas Leone,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/declaration-of-nicholas-leone.pdf/,document-feed,Declaration of Nicholas Leone – Latest Revision,,,False
2019-03-12,,Declaration Of Tony Thomas,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/declaration-of-tony-thomas.pdf/,document-feed,Declaration of Tony Thomas – Latest Revision,,,False
2019-03-12,,District Court Opinion,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/district-court-opinion.pdf/,document-feed,District Court Opinion – Latest Revision,,,False
2019-03-12,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/challenge-submission.pdf/,document-feed,Challenge Submission – Latest Revision,,,False
2019-03-13,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/final-list-4.pdf/,document-feed,Final List – Latest Revision,,,False
2019-03-13,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/dc-submission.pdf/,document-feed,DC Submission – Latest Revision,,,False
2019-03-13,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/dc-decision-3-13-2019.pdf/,document-feed,DC Decision 3/13/2019 – Latest Revision,,,False
2019-03-15,EMEA,Sro,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/emea-sro-decision-15-03-2019.pdf/,document-feed,EMEA SRO Decision- 15.03.2019 – Latest Revision,,,False
2019-03-15,EMEA,Sro,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2019/03/emea-sro-resolution-dc-statement-15-03-19.pdf/,document-feed,EMEA SRO Resolution – DC Statement 15.03.19 – Latest Revision,,,False
2019-03-15,EMEA,Sro Amended,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2019/03/emea-sro-resolution-amended-dc-statement-19-09-18.pdf/,document-feed,EMEA SRO Resolution – Amended DC Statement – 19.09.18 – Latest Revision,,,False
2019-03-19,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/dc-decision-march-19-2019.pdf/,document-feed,"DC Decision – March 19, 2019 – Latest Revision",,,False
2019-03-22,,Final,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/final-auction-settlement-terms-2.pdf/,document-feed,Final Auction Settlement Terms – Latest Revision,,,False
2019-03-22,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/redline-against-pge-final-auction-settlement-terms.pdf/,document-feed,Redline against PG&E Final Auction Settlement Terms – Latest Revision,,,False
2019-03-22,,Final,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/final-auction-settlement-terms.pdf/,document-feed,Final Auction Settlement Terms – Latest Revision,,,False
2019-03-22,EMEA,,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2019/03/emea-dc-statement-22-03-19-2.pdf/,document-feed,EMEA DC Statement 22.03.19 – Latest Revision,,,False
2019-03-22,EMEA,,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2019/03/emea-dc-statement-22-03-19.pdf/,document-feed,EMEA DC Statement 22.03.19 – Latest Revision,,,False
2019-03-26,EMEA,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/emea-dc-decision-22-03-19.pdf/,document-feed,EMEA DC Decision – 22.03.19 – Latest Revision,,,False
2019-03-29,,Energy Transfer Lp,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/dc-decision-march-29-2019-energy-transfer-lp.pdf/,document-feed,"DC Decision March 29, 2019 – Energy Transfer LP – Latest Revision",,,False
2019-03-29,,21St Century Fox America Inc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/dc-decision-march-29-2019-21st-century-fox-america-inc.pdf/,document-feed,"DC Decision March 29, 2019 – 21st Century Fox America, Inc. – Latest Revision",,,False
2019-03-29,,Twenty First Century Fox Inc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/03/dc-decision-march-29-2019-twenty-first-century-fox-inc.pdf/,document-feed,"DC Decision March 29, 2019 – Twenty-First Century Fox, Inc. – Latest Revision",,,False
2019-04-01,,Windstream,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/04/list-of-participating-bidders-windstream.pdf/,document-feed,List of Participating Bidders – Windstream – Latest Revision,,,False
2019-04-01,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/04/dc-decision-april-1-2019.pdf/,document-feed,"DC Decision April 1, 2019 – Latest Revision",,,False
2019-04-01,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/04/56596.pdf/,document-feed,"DC Decision April 1, 2019 – Latest Revision",,,False
2019-04-04,,NEW LOOK SENIOR ISSUER PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/04/dc-decision-new-look-senior-issuer-plc-04-04-19.pdf/,document-feed,DC Decision – New Look Senior Issuer PLC – 04.04.19 – Latest Revision,,,False
2019-04-08,EMEA,,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2019/04/emea-dc-statement-8-april-2019.pdf/,document-feed,EMEA DC Statement 8 April 2019 – Latest Revision,,,False
2019-04-10,EMEA,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/04/emea-dc-decision-10-april-2019.pdf/,document-feed,EMEA DC Decision 10 April 2019 – Latest Revision,,,False
2019-04-11,Americas,Cigna Holding Company,2019103101,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/11/americas-dc-decision-issue-2019103101-cigna-holding-company-11-04-2019.pdf/,document-feed,Americas DC Decision – Issue 2019103101 (Cigna Holding Company) 11/04/2019 – Latest Revision,,,False
2019-04-12,Americas,21St Century Fox America Inc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/04/americas-dc-decision-april-12-2019-21st-century-fox-america-inc.pdf/,document-feed,"Americas DC Decision April 12, 2019 – 21st Century Fox America, Inc. – Latest Revision",,,False
2019-04-12,Americas,Twenty First Century Fox Inc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/04/americas-dc-decision-april-12-2019.pdf/,document-feed,"Americas DC Decision April 12, 2019 – Twenty-First Century Fox, Inc. – Latest Revision",,,False
2019-04-25,EMEA,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/04/emea-dc-decision-25-04-19.pdf/,document-feed,EMEA DC Decision 25.04.19 – Latest Revision,,,False
2019-04-25,EMEA,,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2019/04/emea-dc-statement-25-04-19.pdf/,document-feed,EMEA DC Statement 25.04.19 – Latest Revision,,,False
2019-05-03,EMEA,NEW LOOK SENIOR ISSUER PLC,9137,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/new-look-senior-issuer-plc-3/,dc-isda,NEW LOOK SENIOR ISSUER PLC,auction,2019-06-05,True
2019-05-15,,NEW LOOK SENIOR ISSUER PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/05/new-look-senior-issuer-plc-trustee-notice-14-may.pdf/,document-feed,New Look Senior Issuer Plc – Trustee Notice 14 May – Latest Revision,,,False
2019-05-15,,NEW LOOK SENIOR ISSUER PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/05/new-look-senior-issuer-plc-trustee-notice-9-may.pdf/,document-feed,New Look Senior Issuer PLC – Trustee Notice – 9 May – Latest Revision,,,False
2019-05-15,,NEW LOOK SENIOR ISSUER PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/05/rns-announcement-new-look-senior-issuer-plc.pdf/,document-feed,RNS Announcement – New Look Senior Issuer PLC – Latest Revision,,,False
2019-05-16,EMEA,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/05/emea-dc-decision-16-05-19.pdf/,document-feed,EMEA DC Decision – 16.05.19 – Latest Revision,,,False
2019-05-16,EMEA,,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2019/05/emea-dc-statement-16-may-2019.pdf/,document-feed,EMEA DC Statement – 16 May 2019 – Latest Revision,,,False
2019-05-21,EMEA,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/05/emea-dc-decision-21-may-2019.pdf/,document-feed,EMEA DC Decision – 21 May 2019 – Latest Revision,,,False
2019-05-23,EMEA,RALLYE,9139,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/rallye/,dc-isda,RALLYE,auction,2019-06-27,True
2019-05-24,EMEA,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/05/emea-dc-decision-may-24-2019.pdf/,document-feed,"EMEA DC Decision May 24, 2019 – Latest Revision",,,False
2019-05-24,,NEW LOOK SENIOR ISSUER PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/05/draft-2019-new-look-senior-issuer-plc-auction-settlement-terms.pdf/,document-feed,Draft 2019 New Look Senior Issuer plc Auction Settlement Terms – Latest Revision,,,False
2019-05-24,,NEW LOOK SENIOR ISSUER PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/05/new-look-senior-issuer-plc-auction-initial-list.pdf/,document-feed,New Look Senior Issuer plc – Auction – Initial List – Latest Revision,,,False
2019-05-28,,RALLYE,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/05/dc-decision-rallye-28-may-2019.pdf/,document-feed,DC Decision – Rallye – 28 May 2019 – Latest Revision,,,False
2019-05-29,,NEW LOOK SENIOR ISSUER PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/05/new-look-senior-issuer-plc-supplemental-list.pdf/,document-feed,New Look Senior Issuer plc Supplemental List – Latest Revision,,,False
2019-05-29,,NEW LOOK SENIOR ISSUER PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/05/redline-of-draft-2019-new-look-senior-issuer-plc-auction-settlement-terms-against-2018-astaldi-s-p-a-auction-settlement-terms.pdf/,document-feed,Redline of draft 2019 New Look Senior Issuer plc Auction Settlement Terms against 2018 Astaldi S.p.A. Auction Settlement Terms – Latest Revision,,,False
2019-05-31,EMEA,Pbs New Look,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/05/emea-dc-pbs-new-look.pdf/,document-feed,EMEA DC – PBs – New Look – Latest Revision,,,False
2019-05-31,EMEA,New Look Asts,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/05/emea-dc-new-look-asts-blackline.pdf/,document-feed,EMEA DC – New Look – ASTs – Blackline – Latest Revision,,,False
2019-05-31,EMEA,NEW LOOK SENIOR ISSUER PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/05/emea-dc-new-look-senior-issuer-plc-auction-settlement-terms.pdf/,document-feed,EMEA DC – New Look Senior Issuer plc – Auction Settlement Terms – Latest Revision,,,False
2019-05-31,EMEA,NEW LOOK SENIOR ISSUER PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/05/emea-dc-decision-new-look-senior-issuer-plc-31-may-2019.pdf/,document-feed,EMEA DC Decision – New Look Senior Issuer plc – 31 May 2019 – Latest Revision,,,False
2019-05-31,EMEA,RALLYE,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2019/05/emea-dc-statement-31-may-2019-rallye.pdf/,document-feed,EMEA DC Statement 31 May 2019 – Rallye – Latest Revision,,,False
2019-05-31,EMEA,RALLYE,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/05/emea-dc-decision-31-may-2019-rallye.pdf/,document-feed,EMEA DC Decision 31 May 2019 – Rallye – Latest Revision,,,False
2019-06-03,,NEW LOOK SENIOR ISSUER PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/06/new-look-senior-issuer-plc-final-list-deliverable-obligations.pdf/,document-feed,New Look Senior Issuer plc – Final List – Deliverable Obligations – Latest Revision,,,False
2019-06-07,,RALLYE,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/06/redline-of-2019-rallye-auction-settlement-terms-against-2019-new-look-senior-issuer-plc-auction-settlement-terms.pdf/,document-feed,Redline of 2019 Rallye Auction Settlement Terms against 2019 New Look Senior Issuer plc Auction Settlement Terms – Latest Revision,,,False
2019-06-07,,RALLYE,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/06/draft-2019-rallye-auction-settlement-terms.pdf/,document-feed,Draft 2019 Rallye Auction Settlement Terms – Latest Revision,,,False
2019-06-07,,RALLYE,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/06/rallye-initial-list.pdf/,document-feed,Rallye – Initial List – Latest Revision,,,False
2019-06-07,EMEA,RALLYE,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/06/emea-dc-decision-rallye-7-june.pdf/,document-feed,EMEA DC Decision – Rallye – 7 June 2019 – Latest Revision,,,False
2019-06-10,,RALLYE,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/06/rallye-supplemental-list.pdf/,document-feed,Rallye – Supplemental List – Latest Revision,,,False
2019-06-12,Americas,Viacom Inc,2019120601,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/12/americas-dc-decision-issue-2019120601-viacom-inc-12-06-2019.pdf/,document-feed,Americas DC Decision – Issue 2019120601 (Viacom Inc) 12/06/2019 – Latest Revision,,,False
2019-06-13,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/06/dc-decision-june-13-2019.pdf/,document-feed,"DC Decision June 13, 2019 – Latest Revision",,,False
2019-06-14,,RALLYE,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/06/rallye-final-list-votes-included.pdf/,document-feed,Rallye – Final List (Votes Included) – Latest Revision,,,False
2019-06-14,,RALLYE,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/06/rallye-final-list-votes-to-follow.pdf/,document-feed,Rallye – Final List (Votes to Follow) – Latest Revision,,,False
2019-06-17,,RALLYE,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/06/dc-decision-17-june-2019-rallye.pdf/,document-feed,DC Decision – 17 June 2019 – Rallye – Latest Revision,,,False
2019-06-17,,RALLYE,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/06/rallye-final-asts-17-june-2019.pdf/,document-feed,Rallye Final ASTs – 17 June 2019 – Latest Revision,,,False
2019-06-17,,RALLYE,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/06/redline-of-rallye-asts-v-draft-rallye-asts.pdf/,document-feed,Redline of Rallye ASTs v draft Rallye ASTs – Latest Revision,,,False
2019-06-17,,Votes To Follow,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/06/dc-decision-17-june-2019-votes-to-follow.pdf/,document-feed,DC Decision – 17 June 2019 – Votes to follow – Latest Revision,,,False
2019-06-19,,RALLYE,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/06/rallye-dc-decision-19-june-2019.pdf/,document-feed,Rallye DC Decision – 19 June 2019 – Latest Revision,,,False
2019-06-21,,RALLYE,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/06/rallye-list-of-participating-bidders.pdf/,document-feed,Rallye List of Participating Bidders – Latest Revision,,,False
2019-07-02,Americas,Weatherford International Ltd.,9140,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/weatherford-international-ltd-2/,dc-isda,Weatherford International Ltd.,auction,2019-07-24,True
2019-07-03,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/07/dc-decision-july-3-2019.pdf/,document-feed,"DC Decision July 3, 2019 – Latest Revision",,,False
2019-07-08,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/07/dc-decision-july-8-2019.pdf/,document-feed,"DC Decision July 8, 2019 – Latest Revision",,,False
2019-07-12,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/07/dc-decision-july-12-2019-2.pdf/,document-feed,"DC Decision July 12, 2019 – Latest Revision",,,False
2019-07-12,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/07/dc-decision-july-12-2019.pdf/,document-feed,"DC Decision July 12, 2019 – Latest Revision",,,False
2019-07-15,Americas,CALIFORNIA RESOURCES CORPORATION,9158,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/california-resources-corporation/,dc-isda,CALIFORNIA RESOURCES CORPORATION,auction,2020-07-07,True
2019-07-16,,Warner Media Llc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/07/dc-decision-july-16-2019-warner-media-llc.pdf/,document-feed,"DC Decision July 16, 2019 (Warner Media, LLC) – Latest Revision",,,False
2019-07-16,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/07/dc-decision-july-16-2019.pdf/,document-feed,"DC Decision July 16, 2019 – Latest Revision",,,False
2019-07-17,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/07/dc-decision-july-17-2019.pdf/,document-feed,"DC Decision July 17, 2019 – Latest Revision",,,False
2019-07-18,EMEA,Galapagos Holding Sa,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/07/dc-decision-july-18-2019-emea-dc-galapagos-holding-sa.pdf/,document-feed,"DC Decision July 18, 2019 – EMEA DC (Galapagos Holding SA) – Latest Revision",,,False
2019-07-18,,Weatherford,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/07/weatherford-supplemental-list.pdf/,document-feed,Weatherford – Supplemental List – Latest Revision,,,False
2019-07-18,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/07/dc-decision-july-18-2019.pdf/,document-feed,"DC Decision July 18, 2019 – Latest Revision",,,False
2019-07-19,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/07/redline-against-final-auction-settlement-terms-for-windstream-services-llc.pdf/,document-feed,"Redline against Final Auction Settlement Terms for Windstream Services, LLC – Latest Revision",,,False
2019-07-19,,Weatherford International Ltd.,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/07/final-auction-settlement-terms-for-weatherford-international-ltd.pdf/,document-feed,Final Auction Settlement Terms for Weatherford International Ltd. – Latest Revision,,,False
